,Unnamed: 0,Unnamed: 0.1,Hotel Name,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,MHRs,Index,abs_Sentiment,new_MHR,Normalized_User_Contribution,Recency_new,Score,Bucket
436,151,181,Taj West End,"While coming down for breakfast yesterday morning, we found a heap of garbage just below the staircase.","while come down for breakfast yesterday morning , we find a heap of garbage just below the staircase .",breakfast yesterday morning,-0.583728,256,Feb-19,0.792796,0.096075,0.034,0.068584,0.02632,0.013396464,151,0.583728,0.013396464,0.093362509,165 days 00:00:00.000000000,0.854158798,food
437,161,191,Taj West End,"(There is nothing complimentary, not even a welcome drink or a toffee or a fruit, ask before you eat anything inside).","( there be nothing complimentary , not even a welcome drink or a toffee or a fruit , ask before you eat anything inside ) .",welcome drink,-0.782589,26,Aug-18,0.645372,0.187437,0.008976,0.030643,0.048483,0.013645947,161,0.782589,0.013645947,0.00948213,349 days 00:00:00.000000000,0.770439184,food
438,160,190,Taj West End,I am not mentioning about Soup then this complete blog is of no use.,i be not mention about Soup then this complete blog be of no use .,Soup,-0.718808,2,Oct-18,0.707973,0.126081,0.063705,0.049134,0.039353,0.013531237,160,0.718808,0.013531237,0.000729395,288 days 00:00:00.000000000,0.76221724,food
439,163,193,Taj West End,"Used tea/coffee cups were not replaced/cleaned either.

","use tea / coffee cup be not replace / clean either . 

",coffee cup,-0.760171,75,Jul-18,0.679028,0.108531,0.037419,0.057844,0.026103,0.013711377,163,0.760171,0.013711377,0.027352298,380 days 00:00:00.000000000,0.685950916,food
440,211,249,Taj West End,The morning buffet breakfast was a little crowded due to the weekend but with excellent service we enjoyed a relaxing breakfast.,the morning buffet breakfast be a little crowded due to the weekend but with excellent service we enjoy a relaxing breakfast .,morning buffet breakfast,-0.577807,173,Apr-17,0.702353,0.0984,0.089783,0.016909,0.029856,0.013080865,211,0.577807,0.013080865,0.063092633,836 days 00:00:00.000000000,0.671537442,food
441,173,204,Taj West End,The buffet breakfast has a large spread and not to be missed.,the buffet breakfast have a large spread and not to be miss .,buffet breakfast,-0.757724,55,Apr-18,0.608521,0.034334,0.124482,0.029753,0.015529,0.013003118,173,0.757724,0.013003118,0.020058352,471 days 00:00:00.000000000,0.588120076,food
442,212,250,Taj West End,"The breakfast was elaborate and not to be missed.
","the breakfast be elaborate and not to be miss . 
",breakfast,-0.605238,159,Mar-17,0.60028,0.020986,0.031611,0.06567,0.014971,0.012822346,212,0.605238,0.012822346,0.057986871,867 days 00:00:00.000000000,0.435808415,food
443,203,240,Taj West End,apart from couple of guys...most of the staff lack vibrant energy...which for me completes a nice dining experience.,apart from couple of guy ... most of the staff lack vibrant energy ... which for me complete a nice dining experience .,nice dining experience,-0.579116,1,Aug-17,0.701585,0.051186,0.022882,0.023199,0.051997,0.013489509,203,0.579116,0.013489509,0.000364697,714 days 00:00:00.000000000,0.42402175,food
444,209,246,Taj West End,"Food is finger licking, I had my Sunday brunch,","Food be finger lick , i have my Sunday brunch ,",Sunday brunch,-0.276327,3,May-17,0.716034,0.054913,0.063046,0.006205,0.017058,0.013568194,209,0.276327,0.013568194,0.001094092,806 days 00:00:00.000000000,0.354744498,food
445,219,263,Taj West End,"At breakfast there are no coffee or tea machines and therefore during new year when lots of people were present, they didn't upstaff, Nor did they manage to get the beverages in time.","at breakfast there be no coffee or tea machine and therefore during new year when lot of people be present , they do n't upstaff , nor do they manage to get the beverage in time .",breakfast,-0.517921,4,Jan-17,0.886502,0.05374,0.017796,0.018002,0.029526,0.013186518,219,0.517921,0.013186518,0.001458789,926 days 00:00:00.000000000,0.296944614,food
446,153,183,Taj West End,"At the bar, one had to wait approximately 15 minutes to be served.","at the bar , one have to wait approximately 15 minute to be serve .",bar,-0.804457,102,Jan-19,0,0,0,0,0,0.013176272,153,0.804457,0.013176272,0.037199125,196 days 00:00:00.000000000,0.25841818,food
447,189,224,Taj West End,"I am also wondering, if you can charge reasonably, why isnt there a healthier option of wheat-base pizza?

","i be also wonder , if you can charge reasonably , why be nt there a healthy option of wheat - base pizza ? 

",healthy option of wheat,-0.328533,7,Jan-18,0.684514,0.017816,0.030592,0.005599,0.011513,0.013667611,189,0.328533,0.013667611,0.002552881,561 days 00:00:00.000000000,0.253827677,food
112,43,45,Taj West End,At the cost of wasting so much water?,at the cost of waste so much water ?,cost of waste,-0.657156,387,May-19,0.028954,0.367747,0.079884,0.313727,0.36706,0.033756353,43,0.657156,0.033756353,0.141137856,76 days 00:00:00.000000000,3.15726973,price
113,41,43,Taj West End,"Stay if you have extra money to burn, not a big unique experience to come back and tell stories about.","Stay if you have extra money to burn , not a big unique experience to come back and tell story about .",extra money,-0.550336,81,Mar-19,0.064449,0.49865,0.115426,0.146569,0.439542,0.033292193,41,0.550336,0.033292193,0.029540481,137 days 00:00:00.000000000,3.135991716,price
114,54,56,Taj West End,"Use uber instead of hotel cars for sightseeing and shopping trips, the hotel cars are very expensive and the drivers take you to shop where they get a cut on the purchases you make, so you end up paying more than you should.","Use ub instead of hotel car for sightseeing and shopping trip , the hotel car be very expensive and the driver take you to shop where they get a cut on the purchase you make , so you end up pay more than you should .",purchase,-0.703745,1,Feb-18,0.067449,0.328718,0.186607,0.300016,0.408343,0.03263479,54,0.703745,0.03263479,0.000364697,530 days 00:00:00.000000000,3.007239133,price
115,47,49,Taj West End,I was totally disappointed that I spent so much money to live on a building site.,i be totally disappointed that i spend so much money to live on a building site .,much money,-0.943176,3,Nov-18,0.024028,0.620609,0.321241,0.179673,0.159472,0.033720806,47,0.943176,0.033720806,0.001094092,257 days 00:00:00.000000000,2.935584237,price
116,50,52,Taj West End,I am a bit critical because it is one of the most expensive hotel in the city,i be a bit critical because it be one of the most expensive hotel in the city,expensive hotel,-0.305251,618,Apr-18,0.126118,0.384174,0.256518,0.227032,0.18921,0.032351165,50,0.305251,0.032351165,0.225382932,471 days 00:00:00.000000000,2.916818332,price
117,63,66,Taj West End,It was unthinkable that any hotel management and not especially a TAJ hotel management would be so insensitive to its room guest at the cost of a party at their open air bar and torture them to this kind of loud blaring music.,it be unthinkable that any hotel management and not especially a TAJ hotel management would be so insensitive to its room guest at the cost of a party at their open air bar and torture them to this kind of loud blare music .,cost of a party,-0.876515,61,Aug-17,0.116649,0.130719,0.027974,0.508417,0.42908,0.032521431,63,0.876515,0.032521431,0.022246535,714 days 00:00:00.000000000,2.77678427,price
118,52,54,Taj West End,Extremely disappointed with Chef Paramjeet who didnt cater to our requests and delivered POOR QUALITY and TASTELESS FOOD.,extremely disappointed with Chef Paramjeet who do nt cater to our request and deliver POOR QUALITY and TASTELESS FOOD .,POOR QUALITY,-0.995209,5,Apr-18,0.076907,0.615803,0.205414,0.11115,0.219444,0.034389722,52,0.995209,0.034389722,0.001823487,471 days 00:00:00.000000000,2.693764556,price
119,65,68,Taj West End,Can be avoided unless discount is a concern.,Can be avoid unless discount be a concern .,discount,-0.608759,4,Apr-17,0.011341,0.25116,0.242686,0.167437,0.32526,0.034512554,65,0.608759,0.034512554,0.001458789,836 days 00:00:00.000000000,2.389727131,price
120,58,61,Taj West End,It is just not worth the money.,it be just not worth the money .,money,-0.895945,37,Dec-17,0.201026,0.16313,0.108579,0.373336,0.272041,0.032189502,58,0.895945,0.032189502,0.0134938,592 days 00:00:00.000000000,2.269717833,price
121,46,48,Taj West End,"In the end, the stay was not comfortable and not at all worthy of the money I spent there","in the end , the stay be not comfortable and not at all worthy of the money i spend there",money,-0.646944,387,May-19,0.294032,0.329221,0.101913,0.147255,0.194512,0.031457707,46,0.646944,0.031457707,0.141137856,76 days 00:00:00.000000000,2.269090437,price
122,51,53,Taj West End,For the money spent it was very underwhelming.,for the money spend it be very underwhelming .,money,-0.939894,7,Apr-18,0.252203,0.352122,0.109594,0.16843,0.210853,0.032811382,51,0.939894,0.032811382,0.002552881,471 days 00:00:00.000000000,2.061851664,price
123,39,41,Taj West End,"Now, the hotel is/was considered to be the one of the best if not one of the most expensive hotels in Bangalore.","now , the hotel be / be consider to be the one of the good if not one of the most expensive hotel in Bangalore .",expensive hotel,-0.459832,387,May-19,0.448806,0.101252,0.121173,0.204251,0.210995,0.031402956,39,0.459832,0.031402956,0.141137856,76 days 00:00:00.000000000,2.015003935,price
124,49,51,Taj West End,"But considering I wanted it to be a special experience in luxury, it was not achieved and no amount of discount could make up for the bad birthday experience we had.","but consider i want it to be a special experience in luxury , it be not achieve and no amount of discount could make up for the bad birthday experience we have .",amount of discount,-0.521315,8,Dec-18,0.197613,0.559967,0.16527,0.034892,0.083506,0.032607891,49,0.521315,0.032607891,0.002917578,227 days 00:00:00.000000000,1.99279886,price
125,55,57,Taj West End,Discount is given only to Rooms without Breakfast & Many such Fraud Discounts,Discount be give only to room without Breakfast & Many such Fraud discount,such Fraud discount,-0.79919,1,Jan-18,0.128447,0.287808,0.056041,0.078386,0.327581,0.034348566,55,0.79919,0.034348566,0.000364697,561 days 00:00:00.000000000,1.97547322,price
126,53,55,Taj West End,The prices are obviously quite a bit higher than around Bengaluru city but the quality of the food was first class.,the price be obviously quite a bit high than around Bengaluru city but the quality of the food be first clas .,price,-0.483966,2,Apr-18,0.313832,0.216377,0.110874,0.175969,0.159499,0.03349351,53,0.483966,0.03349351,0.000729395,471 days 00:00:00.000000000,1.651654948,price
127,59,62,Taj West End,"While I was on a business trip, the resort like environs transport you mentally to a much needed vacation specially after you have combated a unmoving traffic.","while i be on a busines trip , the resort like environ transport you mentally to a much need vacation specially after you have combat a unmoving traffic .",much need vacation,-0.372909,30,Oct-17,0.161225,0.428402,0.143777,0.049281,0.079823,0.034044221,59,0.372909,0.034044221,0.010940919,653 days 00:00:00.000000000,1.631322564,price
128,45,47,Taj West End,"Cheaper Hotels that this serve a big spread of breakfast.

","cheap Hotels that this serve a big spread of breakfast . 

",cheap Hotels,-0.268561,387,May-19,0.600444,0.026057,0.104772,0.316112,0.008314,0.034442005,45,0.268561,0.034442005,0.141137856,76 days 00:00:00.000000000,1.453569034,price
129,67,70,Taj West End,The stay at the Taj West End was more than value for money for the kind of hotel cum flight offer from Make my trip.,the stay at the Taj West End be more than value for money for the kind of hotel cum flight offer from Make my trip .,money,-0.376728,1,Mar-17,0.431257,0.174078,0.048281,0.095116,0.236025,0.032558905,67,0.376728,0.032558905,0.000364697,867 days 00:00:00.000000000,1.421615186,price
130,42,44,Taj West End,"Several nights we could not sleep before 1 AM due to extreme deafening techno ""music"" .Techno is the only choice you get .","Several night we could not sleep before 1 AM due to extreme deafen techno "" music "" .Techno be the only choice you get .",only choice,-0.786124,12,Mar-19,0.485518,0.255736,0.119704,0.050737,0.104844,0.033715818,42,0.786124,0.033715818,0.004376368,137 days 00:00:00.000000000,1.413480739,price
131,56,59,Taj West End,The check out was also not great with the front desk saying that they did not receive the money from our travel desk,the check out be also not great with the front desk say that they do not receive the money from our travel desk,money,-0.859746,287,Jan-18,0.137443,0.043646,0.131971,0.180501,0.111607,0.033312433,56,0.859746,0.033312433,0.104668125,561 days 00:00:00.000000000,1.401851811,price
132,66,69,Taj West End,With this price tag one should expect certain experience which I didn't find.,with this price tag one should expect certain experience which i do n't find .,price tag,-0.763306,1,Apr-17,0.088616,0.123985,0.051467,0.193266,0.133137,0.034499643,66,0.763306,0.034499643,0.000364697,836 days 00:00:00.000000000,1.226014126,price
133,48,50,Taj West End,It is outrageously priced and the taste factor is not proportionate at all.,it be outrageously price and the taste factor be not proportionate at all .,price,-0.695522,195,Nov-18,0.140917,0.069529,0.028392,0.25424,0.035347,0.033034205,48,0.695522,0.033034205,0.071115974,257 days 00:00:00.000000000,1.163155798,price
134,44,46,Taj West End,"Neither room was even close to 5 star standard, nor worth the high price tag.","neither room be even close to 5 star standard , nor worth the high price tag .",high price tag,-0.934992,91,Mar-19,0.087704,0.15604,0.057349,0.127265,0.057095,0.034012408,44,0.934992,0.034012408,0.033187454,137 days 00:00:00.000000000,1.157403092,price
135,62,65,Taj West End,"The concierge quickly identified the best market to go to, called an Uber to get me there, and then, when I was ready to come back to the hotel, he had an Uber waiting for me within 2 minutes.","the concierge quickly identify the good market to go to , call an Uber to get me there , and then , when i be ready to come back to the hotel , he have an Uber waiting for me within 2 minute .",good market,-0.276864,167,Sep-17,0.561197,0.106945,0.232366,0.016047,0.068768,0.03304119,62,0.276864,0.03304119,0.060904449,683 days 00:00:00.000000000,1.15739508,price
136,40,42,Taj West End,It's not a cheap place to stay,it ' not a cheap place to stay,cheap place,-0.653772,20,Apr-19,0.485106,0.138126,0.058073,0.081333,0.108297,0.03356822,40,0.653772,0.03356822,0.007293946,106 days 00:00:00.000000000,1.138785164,price
137,61,64,Taj West End,It is a bit pricy but you will never regret paying for this hotel!,it be a bit pricy but you will never regret pay for this hotel !,pay,-0.357813,1,Aug-17,0.482261,0.017981,0.087678,0.295345,0.06943,0.033411358,61,0.357813,0.033411358,0.000364697,714 days 00:00:00.000000000,1.123638448,price
138,57,60,Taj West End,Does not seem to be worth the money.,do not seem to be worth the money .,money,-0.826425,37,Dec-17,0.681756,0.065964,0.023701,0.097864,0.156726,0.032759041,57,0.826425,0.032759041,0.0134938,592 days 00:00:00.000000000,1.009879911,price
139,64,67,Taj West End,Am nt happy with the GOLD tier club card facility offered to me.,be nt happy with the GOLD tier club card facility offer to me .,GOLD tier club card facility offer,-0.424181,2,Jun-17,0.147115,0.142166,0.022864,0.128204,0.095369,0.03438061,64,0.424181,0.03438061,0.000729395,775 days 00:00:00.000000000,0.975408401,price
140,37,39,Taj West End,Except for guest services this time - best choice always to unwind after meetings & work in Bangalore.,except for guest service this time - good choice always to unwind after meeting & work in Bangalore .,good choice,-0.280555,35,Jul-19,0.736746,0.080851,0.03955,0.017121,0.104389,0.03430981,37,0.280555,0.03430981,0.012764406,15 days 00:00:00.000000000,0.87911969,price
141,60,63,Taj West End,"Given the price and number of stars, I can only rate this hotel as poor...","give the price and number of star , i can only rate this hotel as poor ...",price,-0.906337,71,Sep-17,0.235668,0.136031,0.015477,0.051806,0.02482,0.033419604,60,0.906337,0.033419604,0.025893508,683 days 00:00:00.000000000,0.652198027,price
530,265,303,Taj West End,"and I felt to be honest a little cheated as I had expected that the staff would not be making such a mistake.
","and i feel to be hon a little cheated as i have expect that the staff would not be make such a mistake . 
",staff,-0.938186,98,Apr-18,0.014608,0.49491,0.173353,0.275288,0.37874,0.010415494,265,0.938186,0.010415494,0.009720294,471 days 00:00:00.000000000,3.161865713,staff
531,243,279,Taj West End,"Marred in a minor way bynthe hungry backdoor who insisted on taking the bread from our table - my wife was lightly shocked but the whole incident was handled so solicitously by management that it really became a non issue.

","mar in a minor way bynthe hungry backdoor who insist on take the bread from our table - my wife be lightly shock but the whole incident be handle so solicitously by management that it really become a non issue . 

",management,-0.735085,314,Dec-18,0.028749,0.434804,0.109413,0.175812,0.482504,0.010448747,243,0.735085,0.010448747,0.031144614,227 days 00:00:00.000000000,3.121728644,staff
532,231,266,Taj West End,The hospitality of the staff at Taj West End puts every hotel in which I have ever stayed to shame.,the hospitality of the staff at Taj West End put every hotel in which i have ever stay to shame .,hospitality of the staff,-0.61178,8,Apr-19,0.040287,0.416086,0.040611,0.51325,0.312002,0.010305398,231,0.61178,0.010305398,0.000793493,106 days 00:00:00.000000000,3.075203615,staff
533,298,340,Taj West End,I called again and let the lady know that it was impossible to sleep and how could the management be so irresponsible and insensitive to its room guest.,i call again and let the lady know that it be impossible to sleep and how could the management be so irresponsible and insensitive to its room guest .,management,-0.710919,61,Aug-17,0.031755,0.442417,0.038498,0.35766,0.438671,0.010205867,298,0.710919,0.010205867,0.006050387,714 days 00:00:00.000000000,3.071463844,staff
534,310,353,Taj West End,all the way Service was Horrible Poor food,all the way Service be Horrible Poor food,way Service,-0.979568,1,Mar-17,0.004331,0.529047,0.185578,0.474586,0.170309,0.010421766,310,0.979568,0.010421766,9.92E-05,867 days 00:00:00.000000000,2.923133886,staff
535,251,287,Taj West End,breakfast spread was good but the service was too slow due to the crowd of people.,breakfast spread be good but the service be too slow due to the crowd of people .,service,-0.91697,8,Dec-18,0.030256,0.634782,0.070411,0.143825,0.340654,0.010253355,251,0.91697,0.010253355,0.000793493,227 days 00:00:00.000000000,2.893063619,staff
536,280,320,Taj West End,"Perhaps we shouldnt have had such high expectations from earlier visits, but was definitely disappointed in the general service this time.","perhaps we should nt have have such high expectation from early visit , but be definitely disappointed in the general service this time .",general service,-0.966097,1320,Mar-18,0.028543,0.777736,0.052946,0.111578,0.195297,0.010456557,280,0.966097,0.010456557,0.130926403,502 days 00:00:00.000000000,2.844753596,staff
537,241,277,Taj West End,The housekeeping is probably aware of this problem and so is the hotel,the housekeeping be probably aware of this problem and so be the hotel,housekeeping,-0.572164,387,May-19,0.040841,0.33789,0.51253,0.319168,0.073541,0.01022603,241,0.572164,0.01022603,0.038385241,76 days 00:00:00.000000000,2.840606856,staff
538,308,350,Taj West End,"a terrible experience in every sense fro check in to room to room service,tv not working,drinking water not available,construction work going on in adjacent rooms and so on and so forth. terrible service at breakfast the next day.lot of staff running round","a terrible experience in every sense fro check in to room to room service , tv not work , drink water not available , construction work go on in adjacent room and so on and so forth . terrible service at breakfast the next day.lot of staff run round",room service,-0.970845,5,Mar-17,0.017804,0.229009,0.230521,0.233345,0.449189,0.020834465,308,0.970845,0.020834465,0.000495933,867 days 00:00:00.000000000,2.788720777,staff
539,286,326,Taj West End,"The grounds are lush and the overall appearance is grand, but the level of service is poor.
","the ground be lush and the overall appearance be grand , but the level of service be poor . 
",level of service,-0.882273,71,Sep-17,0.005036,0.589657,0.219733,0.313142,0.14716,0.010263429,286,0.882273,0.010263429,0.007042254,683 days 00:00:00.000000000,2.773639167,staff
540,238,273,Taj West End,"The room service was bad and was not interested in serving us (had asked for ice/ ice pack for an injury, the ice came only after I walked to the reception in pain).","the room service be bad and be not interested in serve us ( have ask for ice/ ice pack for an injury , the ice come only after i walk to the reception in pain ) .",room service,-0.878365,5,Feb-19,0.032886,0.331266,0.121127,0.432352,0.268848,0.01028937,238,0.878365,0.01028937,0.000495933,165 days 00:00:00.000000000,2.761967458,staff
541,271,311,Taj West End,"The service is poor, the food uninteresting and the rooms are run down.","the service be poor , the food uninteresting and the room be run down .",service,-0.961679,49,Dec-17,0.002402,0.710834,0.139018,0.258995,0.142146,0.010244347,271,0.961679,0.010244347,0.004860147,592 days 00:00:00.000000000,2.746479217,staff
542,249,285,Taj West End,I was completely astound with the behavior of staff,i be completely astound with the behavior of staff,behavior of staff,-0.328803,2,Oct-18,0.091605,0.39323,0.061305,0.247662,0.379017,0.010434539,249,0.328803,0.010434539,0.000198373,288 days 00:00:00.000000000,2.700507801,staff
543,294,336,Taj West End,It was unthinkable that any hotel management and not especially a TAJ hotel management would be so insensitive to its room guest at the cost of a party at their open air bar and torture them to this kind of loud blaring music.,it be unthinkable that any hotel management and not especially a TAJ hotel management would be so insensitive to its room guest at the cost of a party at their open air bar and torture them to this kind of loud blare music .,hotel management,-0.876515,61,Aug-17,0.116649,0.130719,0.027974,0.508417,0.42908,0.010149373,294,0.876515,0.010149373,0.006050387,714 days 00:00:00.000000000,2.699647856,staff
544,311,354,Taj West End,"The retrofit aircon is okay in rooms but the meeting rooms are a nightmare, too cold or stifling

","the retrofit aircon be okay in room but the meeting room be a nightmare , too cold or stifle 

",meeting room,-0.873516,2283,Mar-17,0.121372,0.144726,0.679201,0.035343,0.155074,0.010543157,311,0.873516,0.010543157,0.226443166,867 days 00:00:00.000000000,2.670477627,staff
545,275,315,Taj West End,"Unfortunately, I stayed there on business and the walk from the room to the reception and/or restaurants was almost painful (if one is in a hurry).","unfortunately , i stay there on busines and the walk from the room to the reception and/or restaurant be almost painful ( if one be in a hurry ) .",reception,-0.970029,48,Dec-17,0.026137,0.484923,0.492281,0.172379,0.073425,0.010176858,275,0.970029,0.010176858,0.00476096,592 days 00:00:00.000000000,2.621454865,staff
546,287,327,Taj West End,With so many service failures and with tangibly low staff morale it was not the pleasant stay that we were expecting.,with so many service failure and with tangibly low staff morale it be not the pleasant stay that we be expect .,service failure,-0.837275,71,Sep-17,0.007013,0.524053,0.077146,0.495121,0.113383,0.010332852,287,0.837275,0.010332852,0.007042254,683 days 00:00:00.000000000,2.620023012,staff
547,324,367,Taj West End,The Taj West End is a beautiful heritage property that is set in beautiful gardens (as long as you don't look behind the scenes) but in the end I felt disappointed by the seeming lack of caring by an inattentive staff.,the Taj West End be a beautiful heritage property that be set in beautiful garden ( as long as you do n't look behind the scene ) but in the end i feel disappointed by the seeming lack of care by an inattentive staff .,inattentive staff,-0.991416,7,Jan-17,0.015372,0.837255,0.07344,0.144307,0.151451,0.010321637,324,0.991416,0.010321637,0.000694307,926 days 00:00:00.000000000,2.586388887,staff
548,285,325,Taj West End,What made me even more upset was that I had asked to speak to the manager of the restaurant.,what make me even more upset be that i have ask to speak to the manager of the restaurant .,manager of the restaurant,-0.609015,7,Jan-18,0.027679,0.443556,0.071764,0.198741,0.337111,0.010361112,285,0.609015,0.010361112,0.000694307,561 days 00:00:00.000000000,2.540399531,staff
549,296,338,Taj West End,I waited until 11.45 pm to make my first complaint to guest services.,i wait until 11.45 pm to make my first complaint to guest service .,service,-0.94644,61,Aug-17,0.111471,0.281506,0.015572,0.149245,0.474099,0.010700988,296,0.94644,0.010700988,0.006050387,714 days 00:00:00.000000000,2.394234086,staff
550,318,361,Taj West End,we ended up veering off the 'official' route and that old India of piled up rubbish and lack of care,we end up veer off the ' official ' route and that old India of pile up rubbish and lack of care,lack of care,-0.941931,7,Jan-17,0.014193,0.216377,0.074736,0.562994,0.210172,0.010504858,318,0.941931,0.010504858,0.000694307,926 days 00:00:00.000000000,2.36112833,staff
551,293,335,Taj West End,"I'm giving a 5/5 rating despite the fact that my morning newspaper wasn't delivered to my room for three straight days despite me personally asking the duty manager, only for the intelligent conversation I had with Ms. Ankita from the front office when she was showing me across to the room.","i 'm give a 5/5 rating despite the fact that my morning newspaper be n't deliver to my room for three straight day despite me personally ask the duty manager , only for the intelligent conversation i have with Ms. Ankita from the front office when she be show me across to the room .",duty manager,-0.867724,1,Jul-17,0.20331,0.234228,0.018906,0.160977,0.485442,0.010379974,293,0.867724,0.010379974,9.92E-05,745 days 00:00:00.000000000,2.344599194,staff
552,299,341,Taj West End,What I was completely stunned by was they callous attitude of the staff.,what i be completely stun by be they callous attitude of the staff .,attitude of the staff,-0.888021,61,Aug-17,0.204208,0.342317,0.005393,0.228799,0.35598,0.010403648,299,0.888021,0.010403648,0.006050387,714 days 00:00:00.000000000,2.299654406,staff
553,250,286,Taj West End,"The bath tub spewed dirty yellowish water on the 2nd day of our stay and the resolution the staff gave was, let the dirty water run out.","the bath tub spew dirty yellowish water on the 2nd day of our stay and the resolution the staff give be , let the dirty water run out .",staff,-0.800302,8,Dec-18,0.132365,0.194424,0.024978,0.741797,0.042947,0.010350279,250,0.800302,0.010350279,0.000793493,227 days 00:00:00.000000000,2.224498467,staff
554,226,261,Taj West End,Except for guest services this time - best choice always to unwind after meetings & work in Bangalore.,except for guest service this time - good choice always to unwind after meeting & work in Bangalore .,guest service,-0.280555,35,Jul-19,0.144215,0.271765,0.107274,0.077935,0.357525,0.010633154,226,0.280555,0.010633154,0.003471533,15 days 00:00:00.000000000,2.211492633,staff
555,303,345,Taj West End,"On the previous day a colleague of mine staying in a nearby room had also complained to the lobby staff about the lack of any sound insulation in the room from the outside.

","on the previous day a colleague of mine stay in a nearby room have also complain to the lobby staff about the lack of any sound insulation in the room from the outside . 

",lobby staff,-0.679928,61,Aug-17,0.216197,0.13553,0.174048,0.384806,0.247859,0.010134655,303,0.679928,0.010134655,0.006050387,714 days 00:00:00.000000000,2.210503421,staff
556,315,358,Taj West End,"the service is poor from efficiency point of view
","the service be poor from efficiency point of view 
",service,-0.821824,4,Jan-17,0.043712,0.550465,0.082225,0.190969,0.16413,0.010447535,315,0.821824,0.010447535,0.000396747,926 days 00:00:00.000000000,2.161396564,staff
557,314,357,Taj West End,"The staff really went out of their way to make it happen.

","the staff really go out of their way to make it happen . 

",staff,-0.331286,249,Feb-17,0.228719,0.41813,0.18124,0.149434,0.159436,0.01039731,314,0.331286,0.01039731,0.024697481,895 days 00:00:00.000000000,2.052801046,staff
558,313,356,Taj West End,In particular the waiting staff who seemed to un motivated and over worked.,in particular the wait staff who seem to un motivated and over work .,wait staff,-0.588461,68,Feb-17,0.16624,0.59506,0.075041,0.047357,0.159728,0.01049308,313,0.588461,0.01049308,0.006744694,895 days 00:00:00.000000000,1.955271011,staff
559,284,324,Taj West End,"Someone needs to do an ergonomic assessment of your sitters, man!

","Someone need to do an ergonomic assessment of your sitter , man ! 

",ergonomic assessment of your sitter,-0.282883,7,Jan-18,0.086331,0.280309,0.178076,0.196597,0.178182,0.010740618,284,0.282883,0.010740618,0.000694307,561 days 00:00:00.000000000,1.946213542,staff
560,322,365,Taj West End,One just had the feeling of a disarray in the service.,one just have the feeling of a disarray in the service .,service,-0.600488,7,Jan-17,0.194931,0.579843,0.047814,0.079212,0.148831,0.010346548,322,0.600488,0.010346548,0.000694307,926 days 00:00:00.000000000,1.882312709,staff
561,300,342,Taj West End,And all services carried out without any intrusion.,and all service carry out without any intrusion .,service,-0.592253,13,Jul-17,0.135846,0.406244,0.029901,0.071849,0.267718,0.010673708,300,0.592253,0.010673708,0.001289427,745 days 00:00:00.000000000,1.882161142,staff
562,276,316,Taj West End,Nothing was too much trouble and all staff were so friendly and warm.,Nothing be too much trouble and all staff be so friendly and warm .,staff,-0.423306,1,Dec-17,0.243183,0.33593,0.171912,0.033817,0.213367,0.010278115,276,0.423306,0.010278115,9.92E-05,592 days 00:00:00.000000000,1.816311832,staff
563,246,282,Taj West End,Once it was brought to the attention of the hotel staff it was stopped.,once it be bring to the attention of the hotel staff it be stop .,attention of the hotel staff,-0.545101,14,Nov-18,0.062392,0.153094,0.09399,0.252434,0.199411,0.010155482,246,0.545101,0.010155482,0.001388613,257 days 00:00:00.000000000,1.764849631,staff
564,279,319,Taj West End,If you hire cab then this hotel security at front reception gate shout loud to our cab driver in kannada local language rudely.,if you hire cab then this hotel security at front reception gate shout loud to our cab driver in kannada local language rudely .,hotel security,-0.796228,19,Oct-17,0.200164,0.186431,0.118281,0.306781,0.149172,0.010667839,279,0.796228,0.010667839,0.001884547,653 days 00:00:00.000000000,1.754570054,staff
565,237,272,Taj West End,", all the rooms were spotlessly clean: this is not the fault of the housekeeping staff.",", all the room be spotlessly clean : this be not the fault of the housekeeping staff .",fault of the housekeeping staff,-0.382824,91,Mar-19,0.053772,0.245983,0.045716,0.228453,0.167309,0.01013583,237,0.382824,0.01013583,0.009025987,137 days 00:00:00.000000000,1.750965001,staff
566,323,366,Taj West End,Room service was not much better.,Room service be not much well .,Room service,-0.867371,7,Jan-17,0.081094,0.100159,0.041237,0.274408,0.298541,0.010399614,323,0.867371,0.010399614,0.000694307,926 days 00:00:00.000000000,1.749418841,staff
567,233,268,Taj West End,"The staff we so attentive - nothing was too much trouble
","the staff we so attentive - nothing be too much trouble 
",staff,-0.907235,15,Apr-19,0.053772,0.245983,0.045716,0.228453,0.167309,0.010329366,233,0.907235,0.010329366,0.0014878,106 days 00:00:00.000000000,1.742971164,staff
568,320,363,Taj West End,Not enough staff to maintain the old ways and not efficient like the contemporary hotels.,not enough staff to maintain the old way and not efficient like the contemporary hotel .,enough staff,-0.836725,4,Jan-17,0.239449,0.376473,0.082975,0.176199,0.147024,0.010425897,320,0.836725,0.010425897,0.000396747,926 days 00:00:00.000000000,1.734011288,staff
