,Airline,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,category,final,Area,Class,From,To
4136,Etihad,"But the surprise was that after the long flight there was no announcement we were close to landing, offering a snack or at least a cup of coffee before arrival.","but the surprise be that after the long flight there be no announcement we be close to landing , offer a snack or at least a cup of coffee before arrival .",cup of coffee,-0.42339,3,06-2019,0.37754099999999996,0.405457,0.05856,0.086745,0.021193,food,0.38905774640074997,International,Business Class,Abu Dhabi,Chicago
4137,Etihad,"The business class lounge at Abudhabi - Shockingly unkempt and resembled a local market with loud chatter, restrooms not maintained well and some buffet options which I did not even bother to check

","the busines clas lounge at Abudhabi - shockingly unkempt and resemble a local market with loud chatter , restroom not maintain well and some buffet option which i do not even bother to check 

",buffet option,-0.904803,21,08-2018,0.114934,0.308368,0.040648000000000004,0.011701999999999999,0.033845,food,0.38455082593754003,International,Business Class,London,Bengaluru
4138,Etihad,"Food was average on this sector, what surprised me was the lack of amenity kits ,","Food be average on this sector , what surprise me be the lack of amenity kit ,",Food,-0.719013,2,11-2018,0.076815,0.134811,0.296769,0.047839,0.08307,food,0.38398679164512606,International,Business Class,Brisbane,Mumbai
4139,Etihad,"In flight service was very good with charming flight attendants but the food and drink quality was not as good as it was.
","in flight service be very good with charming flight attendant but the food and drink quality be not as good as it be . 
",food,-0.5848300000000001,62,01-2019,0.466301,0.102425,0.09374099999999999,0.239368,0.086359,food,0.381220202921083,International,Economy,Abu Dhabi,Manchester
4140,Etihad,"instead a chicken penne tomato pasta with salad was served at around 5am, with no bread and no other option offered!","instead a chicken penne tomato pasta with salad be serve at around 5 am , with no bread and no oth option offer !",salad,-0.498909,32,05-2018,0.293297,0.230483,0.027177999999999997,0.48948500000000006,0.090789,food,0.37573049256858604,International,Economy,Abu Dhabi,Sydney
4141,Etihad,"so the last thing we needed was alcohol before breakfast.

","so the last thing we need be alcohol before breakfast . 

",breakfast,-0.350825,1038,04-2018,0.36591999999999997,0.298996,0.259264,0.065082,0.047278,food,0.375448283362336,International,Economy,Abu Dhabi,Sydney
4142,Etihad,and I just eat very bland food as my family say.,and i just eat very bland food as my family say .,bland food,-0.9789389999999999,12,03-2019,0.293668,0.343075,0.079837,0.342855,0.062390999999999995,food,0.373311199878996,International,Business Class,Sydney,London
4143,Etihad,"An evening meal was served, probably the worst food I have ever had on a long haul flight.","an evening meal be serve , probably the bad food i have ever have on a long haul flight .",evening meal,-0.7691859999999999,31,06-2019,0.369871,0.11673599999999999,0.006383,0.233053,0.020128999999999998,food,0.367212199882202,International,Economy,Sydney,Athens
4144,Etihad,Food sub par and small dishes and mostly tasteless.,Food sub par and small dish and mostly tasteless .,Food sub par,-0.881081,1,10-2018,0.26760900000000004,0.34302,0.096926,0.351256,0.058196000000000005,food,0.36594494740909206,International,Economy,New York City,Bangkok
4145,Etihad,", they are very sorry to hear about my experience and are changing the portion size of the meals.",", they be very sorry to hear about my experience and be change the portion size of the meal .",portion size of the meal,-0.6663060000000001,2,05-2019,0.032795,0.139835,0.06221,0.080296,0.028422000000000003,food,0.359858199924926,International,Economy,Abu Dhabi,London
4146,Etihad,"No amenity kit for a night flight, no cold drinks being offered other than when food is being served.","no amenity kit for a night flight , no cold drink be offer oth than when food be be serve .",food,-0.714302,132,12-2018,0.340317,0.079915,0.030898000000000002,0.379969,0.045403,food,0.358229662149946,International,Economy,London,Abu Dhabi
4147,Etihad,"My wife has food allergies so we opted for Vegetarian Oriental, she got insipid vegan meals.","my wife have food allergy so we opt for Vegetarian Oriental , she get insipid vegan meal .",food allergy,-0.7123649999999999,48,05-2019,0.098473,0.10516600000000001,0.073674,0.144736,0.092455,food,0.358071325882551,International,Economy,Sydney,Abu Dhabi
4148,Etihad,Economy class experience is worst particularly the quality of the Veg food.,Economy clas experience be worst particularly the quality of the Veg food .,quality of the Veg food,-0.888963,28,09-2018,0.24507800000000002,0.23206500000000002,0.32818600000000003,0.130679,0.1811,food,0.351039823625227,International,Business Class,Kathmandu,New York City
4149,Etihad,One dish was simply pasta with a very plain tomato sauce.,one dish be simply pasta with a very plain tomato sauce .,pasta,-0.649379,63,08-2018,0.273986,0.222509,0.056139999999999995,0.41921899999999995,0.091257,food,0.34314467702806606,International,Business Class,Melbourne,London
4150,Etihad,Booked for Asian vegetarian food. could not get it.,book for Asian vegetarian food . could not get it .,Asian vegetarian food,-0.572132,1,04-2019,0.361946,0.266708,0.048184,0.029391000000000004,0.12287200000000001,food,0.334819501596764,International,Economy,Abu Dhabi,New York City
4151,Etihad,"I'm sure that the decline in quality of the food and the introduction of paid for snacks is no coincidence.

","i 'm sure that the decline in quality of the food and the introduction of pay for snack be no coincidence . 

",quality of the food,-0.629029,38,07-2018,0.309813,0.28983600000000004,0.095968,0.125859,0.12656099999999998,food,0.33246297885300297,International,Economy,Bangkok,Abu Dhabi
4152,Etihad,The cold snack rolls served are filled with some no descript fillings that has been spread wafer thin anyway and not very nice tasting.,the cold snack roll serve be fill with some no descript filling that have be spread wafer thin anyway and not very nice tasting .,cold snack roll serve,-0.788738,32,05-2018,0.15068199999999998,0.575191,0.119361,0.062268,0.056353,food,0.32906525447334806,International,Economy,Abu Dhabi,Sydney
4153,Etihad,"It was an ok flight overall, food was satisfactory, my only complaint was the entertainment system I kept losing the sound to every movie that I tried to watch.","it be an ok flight overall , food be satisfactory , my only complaint be the entertainment system i keep lose the sound to every movie that i try to watch .",food,-0.449588,62,01-2019,0.225935,0.214579,0.13712,0.227698,0.103676,food,0.327968732332848,International,Economy,Athens,Abu Dhabi
4154,Etihad,"No printed ""menu","no printed "" menu",menu,-0.759305,45,05-2018,0.0,0.0,0.0,0.0,0.0,food,0.324118330097672,International,Economy,Brisbane,Düsseldorf
4155,Etihad,I got out of my seat and went to the crew area and asked for one more drink if that's possible because your co-worker said we're not serving right now,i get out of my seat and go to the crew area and ask for one more drink if that ' possible because your co - worker say we 're not serve right now,drink,-0.492745,1,05-2018,0.084312,0.343613,0.041669,0.038541000000000006,0.163349,food,0.311585347642692,International,Economy,Dammam,Indianapolis
4156,Etihad,"Drinks were few and far between and on a long haul, it shouldn't be necessary to keep going to the galley for glasses of water.

","drink be few and far between and on a long haul , it should n't be necessary to keep go to the galley for glass of water . 

",drink,-0.480321,134,07-2019,0.199708,0.169155,0.072019,0.19251300000000002,0.08452799999999999,food,0.31040139354254404,International,Economy,Hobart,Budapest
4157,Etihad,"Everything about their service be it food, in-flight entertainment, comfort is just so average.","Everything about their service be it food , in - flight entertainment , comfort be just so average .",food,-0.316885,24,05-2018,0.263233,0.262682,0.044034,0.29673099999999997,0.20205499999999998,food,0.308397699136909,International,Economy,New Delhi,New York City
4158,Etihad,"where near the alleged 32 inch leg room, the food was dire, the service was poor and all in all","where near the alleged 32 inch leg room , the food be dire , the service be poor and all in all",food,-0.940156,11,05-2018,0.221773,0.23809699999999998,0.137325,0.23293200000000003,0.131643,food,0.305237747695591,International,Economy,London,Abu Dhabi
4159,Etihad,Little better than a budget airline due to free food and drinks.,little well than a budget airline due to free food and drink .,free food,-0.724651,67,07-2018,0.21324099999999999,0.306068,0.23549299999999998,0.142748,0.133632,food,0.299653918455031,International,Economy,Dubai,New York City
4160,Etihad,The food menu looked very good but the reality was the food was poor.,the food menu look very good but the reality be the food be poor .,food,-0.9061799999999999,51,05-2019,0.283086,0.509211,0.212221,0.085509,0.064809,food,0.28795916018413503,International,Business Class,Manchester,Abu Dhabi
4161,Etihad,11 hours after departure the flight attendant offered me a coffee or pastry which I declined as I said was still waiting to be served lunch.,11 hour after departure the flight attendant offer me a coffee or pastry which i decline as i say be still wait to be serve lunch .,coffee,-0.753815,158,07-2018,0.27551,0.137103,0.05103,0.308802,0.20285699999999998,food,0.28668020805922495,International,Business Class,Abu Dhabi,Melbourne
4162,Etihad,"Worse, meals were minimal and fairly uninteresting.","bad , meal be minimal and fairly uninteresting .",meal,-0.932615,205,05-2019,0.226561,0.262758,0.008062999999999999,0.297537,0.030938999999999998,food,0.285455320998787,International,Economy,Melbourne,Abu Dhabi
4163,Etihad,Most of all there was no much drink quantity on offer.,Most of all there be no much drink quantity on offer .,much drink quantity,-0.7216819999999999,29,05-2018,0.152307,0.13023099999999999,0.038271,0.075572,0.057824,food,0.284302341664685,International,Economy,Melbourne,Paris
4164,Etihad,"Not having flown Etihad for a while we were very disappointed in the whole business class experience .Both are flights were night flights but no slippers or pyjamas ,the gift pack is a joke better not give anything the food choice and quality was","not have fly Etihad for a while we be very disappointed in the whole busines clas experience .Both be flight be night flight but no slipper or pyjama , the gift pack be a joke better not give anything the food choice and quality be",food choice,-0.339791,62,05-2019,0.6221810000000001,0.114022,0.045302999999999996,0.15523900000000002,0.141921,food,0.283004695480419,International,Business Class,Bangkok,Manchester
4165,Etihad,"That was a bit confusing for me, especially as l was expecting breakfast on board.","that be a bit confusing for me , especially as l be expect breakfast on board .",breakfast,-0.8041020000000001,14,06-2018,0.597532,0.064964,0.033500999999999996,0.135469,0.129762,food,0.28200615679069,International,Economy,Edinburgh,Bangkok
4166,Etihad,Being told 'it's chicken or lamb or pasta',be tell ' it ' chicken or lamb or pasta ',pasta,-0.43855900000000003,41,10-2018,0.43843000000000004,0.10314200000000001,0.034741,0.202256,0.111752,food,0.278544932337422,International,Economy,Rome,Perth
4167,Etihad,"Meals are drab,-just","meal be drab,-just",meal,-0.517411,517,10-2018,0.226561,0.262758,0.008062999999999999,0.297537,0.030938999999999998,food,0.275524105290224,International,Economy,Abu Dhabi,Sydney
4168,Etihad,"I requested the cabin crew for a cake which was part of the menu and there was a harsh reply from them, that they dont serve it for special meals.","i request the cabin crew for a cake which be part of the menu and there be a harsh reply from them , that they do nt serve it for special meal .",special meal,-0.570256,1,07-2019,0.488408,0.06314199999999999,0.003585,0.164051,0.014678,food,0.251194565592603,International,Business Class,Abu Dhabi,London
4169,Etihad,"Plain penne only with little cheese sauce and some unnoticeable tiny diced tomatoes - too tiny for babies - with only one tiny sliced canned mushroom in it.
","plain penne only with little cheese sauce and some unnoticeable tiny diced tomato - too tiny for baby - with only one tiny slice can mushroom in it . 
",little cheese sauce,-0.56258,2,01-2019,0.268016,0.185341,0.195633,0.27276999999999996,0.098827,food,0.249770576359341,International,Economy,Singapore,Frankfurt
4170,Etihad,"it needs to go through,so my expectations are not high, however the rolls were rock hard, food was extremy watery but the desserts were actually quite tasty.","it need to go through , so my expectation be not high , however the roll be rock hard , food be extremy watery but the dessert be actually quite tasty .",food,-0.7166560000000001,47,01-2019,0.226846,0.215065,0.13741199999999998,0.228895,0.103656,food,0.24965683813585102,International,Economy,Johannesburg,Paris
4171,Etihad,Food was mediocre.,Food be mediocre .,Food,-0.947729,9,05-2018,0.23599699999999998,0.211073,0.133069,0.240965,0.137068,food,0.247388334351678,International,Economy,Cairo,New York City
4172,Etihad,Can't be really serious serving a chocolate bar at 5am.,ca n't be really serious serve a chocolate bar at 5 am .,chocolate bar,-0.7820590000000001,3,10-2018,0.289567,0.151428,0.19121,0.236578,0.221861,food,0.24684076479341,International,Economy,Paris,Sydney
4173,Etihad,"We were also expecting better food quality, coming out of Japan only to be disappointed with subpar quality and selection.","we be also expect well food quality , come out of Japan only to be disappoint with subpar quality and selection .",well food quality,-0.46086400000000005,16,07-2018,0.534146,0.108974,0.071715,0.182328,0.111007,food,0.246100479689002,International,Business Class,Tokyo,Abu Dhabi
4174,Etihad,"Staff were very pleasant but on both legs, when I ordered my meal there was no serving of the cheese course.","Staff be very pleasant but on both leg , when i order my meal there be no serving of the cheese course .",serving of the cheese course,-0.586487,739,12-2018,0.477505,0.10510599999999999,0.010332,0.120821,0.078956,food,0.23963553574757399,International,Business Class,London,Bangkok
4175,Etihad,Me and my wife are vegetarians and we had to skip all our meals in the flight.,me and my wife be vegetarian and we have to skip all our meal in the flight .,meal,-0.528834,173,06-2018,0.098957,0.278464,0.016058000000000003,0.13056199999999998,0.051091000000000004,food,0.22706240652068302,International,Economy,London,New Delhi
4176,Etihad,i was served breakfast after asking twice which was completely inedible.,i be serve breakfast after ask twice which be completely inedible .,breakfast,-0.6441399999999999,2,05-2019,0.534989,0.166734,0.035128,0.184978,0.176148,food,0.226956818972545,International,Business Class,Abu Dhabi,London
4177,Etihad,Overall I found the Etihad onboard experience satisfactory but lacking in their food & beverage offerings.,overall i find the Etihad onboard experience satisfactory but lack in their food & beverage offering .,food,-0.813634,163,11-2018,0.142172,0.21211799999999997,0.080695,0.10708599999999999,0.107124,food,0.22685556583014302,International,Economy,Melbourne,Abu Dhabi
4178,Etihad,i dont understand what water has to do with meal time.,i do nt understand what water have to do with meal time .,meal time,-0.775762,21,07-2018,0.29139,0.336096,0.012919,0.380443,0.040325,food,0.20494332382573002,International,Economy,Kuwait City,New Delhi
4179,Etihad,"Dinner was fine, but the vegetarian rolls served during the night were hard with almost no filling.","Dinner be fine , but the vegetarian roll serve during the night be hard with almost no filling .",vegetarian roll serve,-0.758684,337,06-2018,0.226293,0.529402,0.155462,0.127352,0.044996,food,0.19376407849934602,International,Economy,Abu Dhabi,Brisbane
4180,Etihad,Baby food was not available in fruits only vegetables and chicken!!,Baby food be not available in fruit only vegetable and chicken ! !,Baby food,-0.621386,882,04-2018,0.569334,0.09791699999999999,0.024357,0.33794,0.045544,food,0.193531301796363,Middle East,Economy,Medina,Abu Dhabi
4181,Etihad,Mu daughter is vegetarian and her food was a little bland as they made it vegan.,Mu daughter be vegetarian and her food be a little bland as they make it vegan .,food,-0.872184,31,05-2019,0.333206,0.11346400000000001,0.09221900000000001,0.384297,0.099345,food,0.19008624896722398,International,Economy,Sydney,Amsterdam
4182,Etihad,"Pre ordered meal, turned out to taste like dead cockroach.","Pre order meal , turn out to taste like dead cockroach .",Pre order meal,-0.8527879999999999,48,04-2019,0.20380299999999998,0.292042,0.00894,0.152824,0.075799,food,0.18906308299481697,International,Economy,Abu Dhabi,Bangkok
4183,Etihad,Hardly able to come by serving drinks again after meals.,hardly able to come by serve drink again after meal .,serve drink,-0.662096,4,08-2018,0.475434,0.08318099999999999,0.009673000000000001,0.3672,0.027509,food,0.18231666965713397,International,Economy,Abu Dhabi,Frankfurt
4184,Etihad,"We even tried to change my wifes food choice, that failed too.","we even try to change my wifes food choice , that fail too .",wifes food choice,-0.854634,48,05-2019,0.301167,0.400796,0.12804100000000002,0.214027,0.069173,food,0.179017312895537,International,Economy,Sydney,Abu Dhabi
4185,Etihad,"We had to opt for different meals - not something you expect after paying for a business class flight.

","we have to opt for different meal - not something you expect after pay for a busines clas flight . 

",different meal,-0.626035,408,01-2019,0.196863,0.298306,0.021254,0.157581,0.050807,food,0.153189899093144,International,Business Class,Sydney,Abu Dhabi
4186,Etihad,and when I rechecked forgot came the answer and found the Asian veg meal we ordered no different than in economy and a refill of my drink was never done.,and when i rechecke forget come the answer and find the Asian veg meal we order no different than in economy and a refill of my drink be never do .,Asian veg meal,-0.8389979999999999,1,09-2018,0.266676,0.45513100000000006,0.068337,0.10179099999999999,0.148668,food,0.150038172053827,International,Business Class,Mumbai,Chicago
4187,Etihad,"Service is so bad, you should abstain from drinks and food.","Service be so bad , you should abstain from drink and food .",food,-0.8022600000000001,16,11-2018,0.36321,0.12308699999999999,0.087125,0.43541,0.074994,food,0.149759841915264,Middle East,Business Class,Jeddah,Abu Dhabi
4188,Etihad,"This airline does not allow you to use online check in, change your seats or change your meals if you do not book directly with them.
","this airline do not allow you to use online check in , change your seat or change your meal if you do not book directly with them . 
",meal,-0.727833,11,07-2019,0.118325,0.21074,0.007781999999999999,0.11108,0.022331,food,0.146554262365564,International,Economy,Milan,Sydney
4189,Etihad,"On the way to Morocco from Abu Dhabi, the meal for my wife was given to someone and they only had to arrange for a make-up meal, which was not a good experience.

","on the way to Morocco from Abu Dhabi , the meal for my wife be give to someone and they only have to arrange for a make - up meal , which be not a good experience . 

",meal,-0.500672,19,05-2018,0.308437,0.23538699999999999,0.013472,0.388405,0.11598,food,0.142598067737911,International,Economy,Melbourne,Abu Dhabi
4190,Etihad,"Food was average as compared to Geneva Abu Dhabi sector, No alcohol served in economy class.","Food be average as compare to Geneva Abu Dhabi sector , no alcohol serve in economy clas .",Food,-0.5262600000000001,482,12-2018,0.13634200000000002,0.193435,0.067912,0.061863,0.07878099999999999,food,0.140921951357754,International,Economy,Canton of Geneva,Hyderabad
4191,Etihad,she said she doesn't have veg option.,she say she do n't have veg option .,veg option,-0.756567,697,06-2018,0.100676,0.273798,0.049645999999999996,0.019083000000000003,0.043833,food,0.138668557326807,International,Economy,Abu Dhabi,New York City
4192,Etihad,"The return flight was similar, poor, basic food","the return flight be similar , poor , basic food",basic food,-0.5544819999999999,31,06-2019,0.269867,0.274915,0.093862,0.15626099999999998,0.12337200000000001,food,0.13569266670142402,International,Economy,Sydney,Athens
4193,Etihad,"Seats, flatbeads not as good nor food.","seat , flatbead not as good nor food .",food,-0.882109,4,03-2019,0.174219,0.151545,0.093654,0.07294500000000001,0.08686,food,0.131989033682831,International,Business Class,Manchester,Bangkok
4194,Etihad,Our intention was to have dinner onboard even though it was a late departure,our intention be to have dinner onboard even though it be a late departure,dinner,-0.331313,4,12-2018,0.042720999999999995,0.144559,0.032012,0.055724,0.017278,food,0.13190249549582198,International,Business Class,Melbourne,Abu Dhabi
4195,Etihad,I have never come across this combination of a complimentary and a chargeable meal.,i have never come across this combination of a complimentary and a chargeable meal .,chargeable meal,-0.666531,41,04-2019,0.218065,0.23033299999999998,0.019928,0.21672199999999997,0.042126,food,0.129049287806271,International,Economy,Abu Dhabi,Amsterdam
4196,Etihad,Their on-board food is not great and on my return l made sure l had my own food.,their on - board food be not great and on my return l make sure l have my own food .,board food,-0.356601,14,06-2018,0.463236,0.053972000000000006,0.10356300000000002,0.176919,0.065876,food,0.12617549012402401,International,Economy,Edinburgh,Bangkok
4197,Etihad,I also noticed on my last trip that Etihad are now offering an option to buy extra food items!!,i also notice on my last trip that Etihad be now offer an option to buy extra food item ! !,extra food item,-0.528251,38,07-2018,0.142347,0.496155,0.009956,0.036275999999999996,0.057469000000000006,food,0.12408171511673899,International,Economy,Bangkok,Abu Dhabi
4198,Etihad,Very heavy meals.,very heavy meal .,heavy meal,-0.909172,307,05-2019,0.302562,0.501649,0.020978,0.21579299999999998,0.019985,food,0.119096401538364,International,Economy,Athens,Sydney
4199,Etihad,", at least you feel comfy to sit for a long-haul flight, food is fine and not too bland.",", at least you feel comfy to sit for a long - haul flight , food be fine and not too bland .",food,-0.915019,25,02-2019,0.589424,0.135209,0.039375,0.187791,0.038896,food,0.11818675991921401,International,Economy,Hong Kong,Abu Dhabi
4200,Etihad,uoi could not fault their entertainment service and food was somewhat better than most plane food.,uoi could not fault their entertainment service and food be somewhat well than most plane food .,food,-0.437079,12,10-2018,0.31692600000000004,0.171651,0.104335,0.35638200000000003,0.086332,food,0.11705823595213101,International,Economy,Sydney,Abu Dhabi
4201,Etihad,The food stuff is not good and so is the seating.,the food stuff be not good and so be the seating .,food stuff,-0.687362,11,11-2018,0.258465,0.23177899999999999,0.165116,0.199854,0.085326,food,0.11100268110450098,International,Economy,Lahore,New York City
4202,Etihad,"but it wasn't a bad choice, airline needs to improve free wifi services, I didn't like the food as well, but my overall experience was good,","but it be n't a bad choice , airline need to improve free wifi service , i do n't like the food as well , but my overall experience be good ,",food,-0.916588,5,07-2018,0.23717,0.523092,0.084655,0.114934,0.082403,food,0.11050987672354501,Southeast Asia,Economy,Lahore,Jakarta
4203,Etihad,After take off on the eight hour flight we were given a sandwich with no bar round at all and woken three hours out of MAN and given a hot breakfast which is way to early .,after take off on the eight hour flight we be give a sandwich with no bar round at all and wake three hour out of MAN and give a hot breakfast which be way to early .,sandwich,-0.521559,6,02-2019,0.36454200000000003,0.203213,0.176102,0.058552,0.358322,food,0.10493789725460302,International,Economy,Abu Dhabi,Manchester
4204,Etihad,And the quality of food is not good.,and the quality of food be not good .,quality of food,-0.8207690000000001,5,06-2019,0.479026,0.118131,0.13129200000000002,0.221097,0.097754,food,0.104484457504874,International,Economy,London,Sydney
4205,Etihad,We left Abu Dhabi at 320 am and it was not until 7 h later that a measly meal was served.,we leave Abu Dhabi at 320 am and it be not until 7 h later that a measly meal be serve .,measly meal,-0.351788,146,06-2018,0.25338299999999997,0.256357,0.032491,0.239515,0.08405599999999999,food,0.086297928717035,International,Economy,Abu Dhabi,Chicago
4206,Etihad,"I am allergic to garlic and couldn't find a way of putting a garlic allergy in, but the guy was helpful on the phone and suggested a ""bland"" meal for these things which worked well on all legs.","i be allergic to garlic and could n't find a way of put a garlic allergy in , but the guy be helpful on the phone and suggest a "" bland "" meal for these thing which work well on all leg .",meal,-0.91869,264,04-2018,0.445633,0.259963,0.098511,0.12078599999999999,0.029454,food,0.08574351401104,International,Economy,London,Brisbane
4207,Etihad,"14hr flight was delayed by 3hrs, we sat in the plan for 17hrs, that too with a 2year old, no food/no water, service was terrible, the attitude that air hostess have is even worst.","14hr flight be delay by 3hrs , we sit in the plan for 17hrs , that too with a 2year old , no food / no water , service be terrible , the attitude that air hostes have be even bad .",food,-0.996065,1,07-2019,0.152889,0.139957,0.087645,0.0577,0.074917,food,0.08455473950564701,International,Economy,Hyderabad,Chicago
4208,Etihad,It was also odd the flight attendant had to check if there was enough soup onboard,it be also odd the flight attendant have to check if there be enough soup onboard,enough soup,-0.788404,16,07-2018,0.030522000000000004,0.116404,0.057629,0.03986,0.036344,food,0.082971772922086,International,Business Class,Tokyo,Abu Dhabi
4209,Etihad,"No butter, no cheese and biscuits.","no butter , no cheese and biscuit .",cheese,-0.6451100000000001,2,07-2019,0.174219,0.151545,0.093654,0.07294500000000001,0.08686,food,0.08023611284427,International,Economy,Manchester,Phuket
4210,Etihad,"During return, on the longer way from BRU to AUH, we were told that we had to book meals and the crew didn't provide us any food.","during return , on the long way from BRU to AUH , we be tell that we have to book meal and the crew do n't provide us any food .",meal,-0.479138,235,07-2019,0.349867,0.276999,0.01434,0.30423,0.077338,food,0.078652784954024,International,Economy,New Delhi,Brussels
4211,Etihad,Meals were not great.,meal be not great .,meal,-0.46947700000000003,14,09-2018,0.226561,0.262758,0.008062999999999999,0.297537,0.030938999999999998,food,0.076349025455929,International,Economy,Melbourne,London
4212,Etihad,"A cabin crew member came and spoke with my brother and organised some fruit and offered scrambled egg which he could take off the bread and eat, my brother turned this down due to possible cross contamination which would make him very ill!","a cabin crew member come and speak with my brother and organise some fruit and offer scramble egg which he could take off the bread and eat , my brother turn this down due to possible cros contamination which would make him very ill !",bread,-0.485598,2,09-2018,0.320527,0.15931900000000002,0.040805,0.23967,0.23039400000000002,food,0.075978116821021,International,Business Class,Edinburgh,Sydney
4213,Etihad,"Service on the flight was efficient, food not too thrilling but","Service on the flight be efficient , food not too thrilling but",food,-0.38579,18,07-2019,0.174219,0.151545,0.093654,0.07294500000000001,0.08686,food,0.07507675292891,International,Economy,Canberra,London
4214,Etihad,"The only little hiccup was some uneasy service, especially from one young male air hostess who made some unwelcoming childish jokes on me when I was about to aboard the air craft and later by insisting coffee at my table although it was politely refused and later protested.","the only little hiccup be some uneasy service , especially from one young male air hostes who make some unwelcoming childish joke on me when i be about to aboard the air craft and later by insist coffee at my table although it be politely refuse and later protest .",insist coffee,-0.589327,21,03-2019,0.423228,0.048954000000000004,0.089478,0.277997,0.30711,food,0.06550471377276,Middle East,Business Class,Jeddah,Abu Dhabi
4215,Etihad,"No second drink, no desert wine offered.","no second drink , no desert wine offer .",second drink,-0.784293,9,05-2019,0.174219,0.151545,0.093654,0.07294500000000001,0.08686,food,0.061469479961957,International,Business Class,Kochi (Cochin),Abu Dhabi
4216,Etihad,"The choices were lamb sausage and egg or chicken sausage and egg, I opted for lamb sausage and it was hard and cold along with the egg omelette so","the choice be lamb sausage and egg or chicken sausage and egg , i opt for lamb sausage and it be hard and cold along with the egg omelette so",chicken sausage,-0.556811,24,09-2018,0.605359,0.0701,0.046207,0.218365,0.12102,food,0.059242758842162006,International,Economy,Abu Dhabi,Manchester
4217,Etihad,"More than enough food and some can order at anytime, not like Emirates - do not offer anything like this anymore..","More than enough food and some can order at anytime , not like Emirates - do not offer anything like this anymore ..",enough food,-0.943893,156,10-2018,0.26647600000000005,0.108926,0.068212,0.212975,0.159102,food,0.056851996713885,International,Business Class,Abu Dhabi,Kuala Lumpur
4218,Etihad,"But, if you are still hungry, which you may well be, you are afforded the opportunity to BUY snacks or additional food.","but , if you be still hungry , which you may well be , you be afford the opportunity to BUY snack or additional food .",additional food,-0.347643,24,06-2019,0.384387,0.38750999999999997,0.015243000000000001,0.05497899999999999,0.019383,food,0.056522550938716,International,Economy,Johannesburg,Phuket
4219,Etihad,"Besides the extremely tied space even for smaller people, there was only one drink offer during the night flight.","besides the extremely tie space even for small people , there be only one drink offer during the night flight .",drink offer,-0.396895,27,10-2018,0.156608,0.166847,0.073499,0.093486,0.082595,food,0.052915169364812005,International,Economy,Abu Dhabi,Munich
4220,Etihad,"Check in at Manchester was a shambles, food on the outward leg was average no more and on the return leg non existant!","Check in at Manchester be a shamble , food on the outward leg be average no more and on the return leg non existant !",food,-0.278345,172,10-2018,0.310787,0.197239,0.195882,0.265379,0.046417,food,0.050923061040947994,International,Economy,Manchester,Abu Dhabi
4221,Etihad,"To get a drink, you walked to the back of the plane where a lazing and disinterested hostess pointed to a row of half filled cups of water.","to get a drink , you walk to the back of the plane where a laze and disinterested hostes point to a row of half fill cup of water .",drink,-0.623479,8,06-2019,0.28744400000000003,0.160446,0.090129,0.16888499999999998,0.132433,food,0.047426729035895,International,Economy,Melbourne,Manchester
4222,Etihad,"Food was a little better than average and ok, but airline food never is brillant.","Food be a little well than average and ok , but airline food never be brillant .",Food,-0.39816999999999997,249,04-2019,0.213356,0.162056,0.30689299999999997,0.02876,0.061255,food,0.04727812405809901,International,Economy,Colombo,Manchester
4223,Etihad,"Very small, very limited food & beverage selections, no entertainment options, and NO WIFI.

","very small , very limited food & beverage selection , no entertainment option , and no WIFI . 

",limited food,-0.963043,19,09-2018,0.105698,0.183471,0.030372000000000003,0.050399,0.077184,food,0.043665892149045996,International,Business Class,Riyadh,Washington DC
4224,Etihad,"The service was exceptional on Etihad, I require gluten free food and the cabin crew could not so enough to ensure my food was free of gluten but still tasty.","the service be exceptional on Etihad , i require gluten free food and the cabin crew could not so enough to ensure my food be free of gluten but still tasty .",free food,-0.439737,42,12-2018,0.082262,0.134743,0.059368,0.075016,0.008139,food,0.040281329422329,International,Business Class,Sydney,Milan
4225,Etihad,"We also noticed the hostesses never seemed to offer any extra drinks, water or otherwise.","we also notice the hostess never seem to offer any extra drink , water or otherwise .",extra drink,-0.7993359999999999,10,10-2018,0.198043,0.275366,0.02281,0.11792799999999999,0.077557,food,0.038542489274883,International,Economy,Brisbane,Dublin
4226,Etihad,"The bread roll had been heated to a hard rock, the fruit cup was stale and soggy - and the butter container was already opened!","the bread roll have be heat to a hard rock , the fruit cup be stale and soggy - and the butter container be already open !",fruit cup,-0.755047,16,08-2018,0.384652,0.16383499999999998,0.067732,0.152417,0.062285,food,0.03336119733966,International,Business Class,Abu Dhabi,London
4227,Etihad,Food is awful - they served Indian food with hot spices as breakfast.,Food be awful - they serve Indian food with hot spice as breakfast .,Indian food,-0.73416,8,11-2018,0.6239939999999999,0.094769,0.066589,0.233062,0.039188,food,0.026933365010199998,International,Economy,Toronto,Abu Dhabi
4228,Etihad,"The menu was vey limited for business class, but to order your meal when you wanted it was a great experience there was also available snacks on demand.
","the menu be vey limit for busines clas , but to order your meal when you want it be a great experience there be also available snack on demand . 
",menu,-0.293557,4,08-2018,0.220196,0.251416,0.096803,0.039594,0.17741700000000002,food,0.025083002990468,International,Business Class,Brisbane,Dublin
